Species,River,Site,Quadrat,Live,Dead
A. plicata,Sabine,1,1,,
A. plicata,Sabine,1,2,,
A. plicata,Sabine,1,3,,
A. plicata,Sabine,1,4,,
A. plicata,Sabine,1,5,,
A. plicata,Sabine,1,6,,
A. plicata,Sabine,1,7,,
A. plicata,Sabine,1,8,,
A. plicata,Sabine,1,9,,
A. plicata,Sabine,1,1,,
A. plicata,Sabine,1,11,,
A. plicata,Sabine,1,12,,
A. plicata,Sabine,1,13,,
A. plicata,Sabine,1,14,,
A. plicata,Sabine,1,15,,
A. plicata,Sabine,1,16,,
A. plicata,Sabine,1,17,,
A. plicata,Sabine,1,18,,
A. plicata,Sabine,1,19,,
A. plicata,Sabine,1,2,,
A. plicata,Sabine,1,21,,
A. plicata,Sabine,1,22,,
A. plicata,Sabine,1,23,,
A. plicata,Sabine,1,24,,
A. plicata,Sabine,1,25,,
A. plicata,Sabine,1,26,,
A. plicata,Sabine,1,27,,
A. suborbiculta,Sabine,1,1,,
A. suborbiculta,Sabine,1,2,,
A. suborbiculta,Sabine,1,3,,
A. suborbiculta,Sabine,1,4,,
A. suborbiculta,Sabine,1,5,,
A. suborbiculta,Sabine,1,6,,
A. suborbiculta,Sabine,1,7,,
A. suborbiculta,Sabine,1,8,,
A. suborbiculta,Sabine,1,9,,
A. suborbiculta,Sabine,1,1,,
A. suborbiculta,Sabine,1,11,,
A. suborbiculta,Sabine,1,12,,
A. suborbiculta,Sabine,1,13,,
A. suborbiculta,Sabine,1,14,,
A. suborbiculta,Sabine,1,15,,
A. suborbiculta,Sabine,1,16,,
A. suborbiculta,Sabine,1,17,,
A. suborbiculta,Sabine,1,18,,
A. suborbiculta,Sabine,1,19,,
A. suborbiculta,Sabine,1,2,,
A. suborbiculta,Sabine,1,21,,
A. suborbiculta,Sabine,1,22,,
A. suborbiculta,Sabine,1,23,,
A. suborbiculta,Sabine,1,24,,
A. suborbiculta,Sabine,1,25,,
A. suborbiculta,Sabine,1,26,,
A. suborbiculta,Sabine,1,27,,
A. confragosus,Sabine,1,1,,
A. confragosus,Sabine,1,2,,
A. confragosus,Sabine,1,3,,
A. confragosus,Sabine,1,4,,
A. confragosus,Sabine,1,5,,
A. confragosus,Sabine,1,6,,
A. confragosus,Sabine,1,7,,
A. confragosus,Sabine,1,8,,
A. confragosus,Sabine,1,9,,
A. confragosus,Sabine,1,1,,
A. confragosus,Sabine,1,11,,
A. confragosus,Sabine,1,12,,
A. confragosus,Sabine,1,13,,
A. confragosus,Sabine,1,14,,
A. confragosus,Sabine,1,15,,
A. confragosus,Sabine,1,16,,
A. confragosus,Sabine,1,17,,
A. confragosus,Sabine,1,18,,
A. confragosus,Sabine,1,19,,
A. confragosus,Sabine,1,2,,
A. confragosus,Sabine,1,21,,
A. confragosus,Sabine,1,22,,
A. confragosus,Sabine,1,23,,
A. confragosus,Sabine,1,24,,
A. confragosus,Sabine,1,25,,
A. confragosus,Sabine,1,26,,
A. confragosus,Sabine,1,27,,
F. askewi,Sabine,1,1,4,3
F. askewi,Sabine,1,2,,1
F. askewi,Sabine,1,3,3,1
F. askewi,Sabine,1,4,1,2
F. askewi,Sabine,1,5,2,4
F. askewi,Sabine,1,6,2,2
F. askewi,Sabine,1,7,,1
F. askewi,Sabine,1,8,1,1
F. askewi,Sabine,1,9,,4
F. askewi,Sabine,1,1,1,1
F. askewi,Sabine,1,11,1,3
F. askewi,Sabine,1,12,2,6
F. askewi,Sabine,1,13,,
F. askewi,Sabine,1,14,,1
F. askewi,Sabine,1,15,,
F. askewi,Sabine,1,16,1,1
F. askewi,Sabine,1,17,2,3
F. askewi,Sabine,1,18,1,
F. askewi,Sabine,1,19,3,12
F. askewi,Sabine,1,2,6,4
F. askewi,Sabine,1,21,2,1
F. askewi,Sabine,1,22,2,6
F. askewi,Sabine,1,23,,2
F. askewi,Sabine,1,24,3,1
F. askewi,Sabine,1,25,,2
F. askewi,Sabine,1,26,,
F. askewi,Sabine,1,27,1,
L. hydiana,Sabine,1,1,,
L. hydiana,Sabine,1,2,,
L. hydiana,Sabine,1,3,,
L. hydiana,Sabine,1,4,,
L. hydiana,Sabine,1,5,,
L. hydiana,Sabine,1,6,,
L. hydiana,Sabine,1,7,,
L. hydiana,Sabine,1,8,,
L. hydiana,Sabine,1,9,,
L. hydiana,Sabine,1,1,,
L. hydiana,Sabine,1,11,,
L. hydiana,Sabine,1,12,,
L. hydiana,Sabine,1,13,,
L. hydiana,Sabine,1,14,,
L. hydiana,Sabine,1,15,,
L. hydiana,Sabine,1,16,,
L. hydiana,Sabine,1,17,,
L. hydiana,Sabine,1,18,,
L. hydiana,Sabine,1,19,,
L. hydiana,Sabine,1,2,,
L. hydiana,Sabine,1,21,,
L. hydiana,Sabine,1,22,,
L. hydiana,Sabine,1,23,,
L. hydiana,Sabine,1,24,,
L. hydiana,Sabine,1,25,,
L. hydiana,Sabine,1,26,,
L. hydiana,Sabine,1,27,,
La. Satura,Sabine,1,1,,
La. Satura,Sabine,1,2,,
La. Satura,Sabine,1,3,,
La. Satura,Sabine,1,4,,
La. Satura,Sabine,1,5,,
La. Satura,Sabine,1,6,,
La. Satura,Sabine,1,7,,
La. Satura,Sabine,1,8,,
La. Satura,Sabine,1,9,,
La. Satura,Sabine,1,1,,
La. Satura,Sabine,1,11,,
La. Satura,Sabine,1,12,,
La. Satura,Sabine,1,13,,
La. Satura,Sabine,1,14,,
La. Satura,Sabine,1,15,,
La. Satura,Sabine,1,16,,
La. Satura,Sabine,1,17,,
La. Satura,Sabine,1,18,,
La. Satura,Sabine,1,19,,
La. Satura,Sabine,1,2,,
La. Satura,Sabine,1,21,,
La. Satura,Sabine,1,22,,
La. Satura,Sabine,1,23,,
La. Satura,Sabine,1,24,,
La. Satura,Sabine,1,25,,
La. Satura,Sabine,1,26,,
La. Satura,Sabine,1,27,,
L. teres,Sabine,1,1,,
L. teres,Sabine,1,2,,
L. teres,Sabine,1,3,,1
L. teres,Sabine,1,4,1,
L. teres,Sabine,1,5,,
L. teres,Sabine,1,6,,
L. teres,Sabine,1,7,,
L. teres,Sabine,1,8,,
L. teres,Sabine,1,9,,2
L. teres,Sabine,1,1,,
L. teres,Sabine,1,11,,
L. teres,Sabine,1,12,,
L. teres,Sabine,1,13,,
L. teres,Sabine,1,14,,
L. teres,Sabine,1,15,,
L. teres,Sabine,1,16,,
L. teres,Sabine,1,17,,
L. teres,Sabine,1,18,,
L. teres,Sabine,1,19,,
L. teres,Sabine,1,2,,
L. teres,Sabine,1,21,,
L. teres,Sabine,1,22,,
L. teres,Sabine,1,23,,1
L. teres,Sabine,1,24,,
L. teres,Sabine,1,25,,
L. teres,Sabine,1,26,,
L. teres,Sabine,1,27,1,
L. fragilis,Sabine,1,1,,
L. fragilis,Sabine,1,2,,
L. fragilis,Sabine,1,3,,
L. fragilis,Sabine,1,4,,
L. fragilis,Sabine,1,5,,
L. fragilis,Sabine,1,6,,
L. fragilis,Sabine,1,7,,
L. fragilis,Sabine,1,8,,
L. fragilis,Sabine,1,9,,
L. fragilis,Sabine,1,1,,
L. fragilis,Sabine,1,11,,
L. fragilis,Sabine,1,12,,
L. fragilis,Sabine,1,13,,
L. fragilis,Sabine,1,14,,
L. fragilis,Sabine,1,15,,
L. fragilis,Sabine,1,16,,
L. fragilis,Sabine,1,17,,
L. fragilis,Sabine,1,18,,
L. fragilis,Sabine,1,19,,
L. fragilis,Sabine,1,2,,
L. fragilis,Sabine,1,21,,
L. fragilis,Sabine,1,22,,
L. fragilis,Sabine,1,23,,
L. fragilis,Sabine,1,24,,
L. fragilis,Sabine,1,25,,
L. fragilis,Sabine,1,26,,
L. fragilis,Sabine,1,27,,
Li. Subrostrata,Sabine,1,1,,
Li. Subrostrata,Sabine,1,2,,
Li. Subrostrata,Sabine,1,3,,
Li. Subrostrata,Sabine,1,4,,
Li. Subrostrata,Sabine,1,5,,
Li. Subrostrata,Sabine,1,6,,
Li. Subrostrata,Sabine,1,7,,
Li. Subrostrata,Sabine,1,8,,
Li. Subrostrata,Sabine,1,9,,
Li. Subrostrata,Sabine,1,1,,
Li. Subrostrata,Sabine,1,11,,
Li. Subrostrata,Sabine,1,12,,
Li. Subrostrata,Sabine,1,13,,
Li. Subrostrata,Sabine,1,14,,
Li. Subrostrata,Sabine,1,15,,
Li. Subrostrata,Sabine,1,16,,
Li. Subrostrata,Sabine,1,17,,
Li. Subrostrata,Sabine,1,18,,
Li. Subrostrata,Sabine,1,19,,
Li. Subrostrata,Sabine,1,2,,
Li. Subrostrata,Sabine,1,21,,
Li. Subrostrata,Sabine,1,22,,
Li. Subrostrata,Sabine,1,23,,
Li. Subrostrata,Sabine,1,24,,
Li. Subrostrata,Sabine,1,25,,
Li. Subrostrata,Sabine,1,26,,
Li. Subrostrata,Sabine,1,27,,
M. nervosa,Sabine,1,1,,
M. nervosa,Sabine,1,2,1,
M. nervosa,Sabine,1,3,,
M. nervosa,Sabine,1,4,,
M. nervosa,Sabine,1,5,,
M. nervosa,Sabine,1,6,,
M. nervosa,Sabine,1,7,,
M. nervosa,Sabine,1,8,,
M. nervosa,Sabine,1,9,,
M. nervosa,Sabine,1,1,,
M. nervosa,Sabine,1,11,,1
M. nervosa,Sabine,1,12,,
M. nervosa,Sabine,1,13,,
M. nervosa,Sabine,1,14,,
M. nervosa,Sabine,1,15,,
M. nervosa,Sabine,1,16,,
M. nervosa,Sabine,1,17,,
M. nervosa,Sabine,1,18,,
M. nervosa,Sabine,1,19,1,
M. nervosa,Sabine,1,2,2,
M. nervosa,Sabine,1,21,,
M. nervosa,Sabine,1,22,,
M. nervosa,Sabine,1,23,,
M. nervosa,Sabine,1,24,,
M. nervosa,Sabine,1,25,,
M. nervosa,Sabine,1,26,,
M. nervosa,Sabine,1,27,,
O. jacksoniana,Sabine,1,1,,
O. jacksoniana,Sabine,1,2,,
O. jacksoniana,Sabine,1,3,,
O. jacksoniana,Sabine,1,4,,
O. jacksoniana,Sabine,1,5,,
O. jacksoniana,Sabine,1,6,,
O. jacksoniana,Sabine,1,7,,
O. jacksoniana,Sabine,1,8,,
O. jacksoniana,Sabine,1,9,,
O. jacksoniana,Sabine,1,1,,
O. jacksoniana,Sabine,1,11,,
O. jacksoniana,Sabine,1,12,,
O. jacksoniana,Sabine,1,13,,
O. jacksoniana,Sabine,1,14,,
O. jacksoniana,Sabine,1,15,,
O. jacksoniana,Sabine,1,16,,
O. jacksoniana,Sabine,1,17,,
O. jacksoniana,Sabine,1,18,,
O. jacksoniana,Sabine,1,19,,
O. jacksoniana,Sabine,1,2,,
O. jacksoniana,Sabine,1,21,,
O. jacksoniana,Sabine,1,22,,
O. jacksoniana,Sabine,1,23,,
O. jacksoniana,Sabine,1,24,,
O. jacksoniana,Sabine,1,25,,
O. jacksoniana,Sabine,1,26,,
O. jacksoniana,Sabine,1,27,,
O. reflexa,Sabine,1,1,1,
O. reflexa,Sabine,1,2,1,
O. reflexa,Sabine,1,3,,1
O. reflexa,Sabine,1,4,,
O. reflexa,Sabine,1,5,2,
O. reflexa,Sabine,1,6,2,
O. reflexa,Sabine,1,7,,
O. reflexa,Sabine,1,8,,
O. reflexa,Sabine,1,9,,2
O. reflexa,Sabine,1,1,,
O. reflexa,Sabine,1,11,,
O. reflexa,Sabine,1,12,,
O. reflexa,Sabine,1,13,,
O. reflexa,Sabine,1,14,,1
O. reflexa,Sabine,1,15,,
O. reflexa,Sabine,1,16,,
O. reflexa,Sabine,1,17,2,
O. reflexa,Sabine,1,18,,
O. reflexa,Sabine,1,19,,
O. reflexa,Sabine,1,2,1,1
O. reflexa,Sabine,1,21,,
O. reflexa,Sabine,1,22,,
O. reflexa,Sabine,1,23,,
O. reflexa,Sabine,1,24,,
O. reflexa,Sabine,1,25,,
O. reflexa,Sabine,1,26,,
O. reflexa,Sabine,1,27,,
P. dombeyanus,Sabine,1,1,,
P. dombeyanus,Sabine,1,2,,
P. dombeyanus,Sabine,1,3,1,
P. dombeyanus,Sabine,1,4,,
P. dombeyanus,Sabine,1,5,,
P. dombeyanus,Sabine,1,6,,
P. dombeyanus,Sabine,1,7,,
P. dombeyanus,Sabine,1,8,1,
P. dombeyanus,Sabine,1,9,,
P. dombeyanus,Sabine,1,1,,
P. dombeyanus,Sabine,1,11,,
P. dombeyanus,Sabine,1,12,,
P. dombeyanus,Sabine,1,13,,
P. dombeyanus,Sabine,1,14,,
P. dombeyanus,Sabine,1,15,,
P. dombeyanus,Sabine,1,16,,
P. dombeyanus,Sabine,1,17,,
P. dombeyanus,Sabine,1,18,,
P. dombeyanus,Sabine,1,19,11,
P. dombeyanus,Sabine,1,2,1,
P. dombeyanus,Sabine,1,21,,
P. dombeyanus,Sabine,1,22,2,
P. dombeyanus,Sabine,1,23,,
P. dombeyanus,Sabine,1,24,,
P. dombeyanus,Sabine,1,25,,
P. dombeyanus,Sabine,1,26,,
P. dombeyanus,Sabine,1,27,,
P. riddellii,Sabine,1,1,,
P. riddellii,Sabine,1,2,,
P. riddellii,Sabine,1,3,,
P. riddellii,Sabine,1,4,,
P. riddellii,Sabine,1,5,,
P. riddellii,Sabine,1,6,,
P. riddellii,Sabine,1,7,,
P. riddellii,Sabine,1,8,,
P. riddellii,Sabine,1,9,,
P. riddellii,Sabine,1,1,,
P. riddellii,Sabine,1,11,,
P. riddellii,Sabine,1,12,,
P. riddellii,Sabine,1,13,,
P. riddellii,Sabine,1,14,,
P. riddellii,Sabine,1,15,,
P. riddellii,Sabine,1,16,,
P. riddellii,Sabine,1,17,,
P. riddellii,Sabine,1,18,,
P. riddellii,Sabine,1,19,,
P. riddellii,Sabine,1,2,,
P. riddellii,Sabine,1,21,,
P. riddellii,Sabine,1,22,,
P. riddellii,Sabine,1,23,,
P. riddellii,Sabine,1,24,,
P. riddellii,Sabine,1,25,,
P. riddellii,Sabine,1,26,,
P. riddellii,Sabine,1,27,,
P. amphichaenus,Sabine,1,1,,
P. amphichaenus,Sabine,1,2,,
P. amphichaenus,Sabine,1,3,,
P. amphichaenus,Sabine,1,4,,
P. amphichaenus,Sabine,1,5,,
P. amphichaenus,Sabine,1,6,,
P. amphichaenus,Sabine,1,7,,
P. amphichaenus,Sabine,1,8,,
P. amphichaenus,Sabine,1,9,,
P. amphichaenus,Sabine,1,1,,
P. amphichaenus,Sabine,1,11,,
P. amphichaenus,Sabine,1,12,,
P. amphichaenus,Sabine,1,13,,
P. amphichaenus,Sabine,1,14,,
P. amphichaenus,Sabine,1,15,,
P. amphichaenus,Sabine,1,16,,
P. amphichaenus,Sabine,1,17,,
P. amphichaenus,Sabine,1,18,,
P. amphichaenus,Sabine,1,19,,
P. amphichaenus,Sabine,1,2,,
P. amphichaenus,Sabine,1,21,,
P. amphichaenus,Sabine,1,22,,
P. amphichaenus,Sabine,1,23,,
P. amphichaenus,Sabine,1,24,,
P. amphichaenus,Sabine,1,25,,
P. amphichaenus,Sabine,1,26,,
P. amphichaenus,Sabine,1,27,,
P. purpurtus ,Sabine,1,1,2,
P. purpurtus ,Sabine,1,2,,
P. purpurtus ,Sabine,1,3,,
P. purpurtus ,Sabine,1,4,,
P. purpurtus ,Sabine,1,5,1,
P. purpurtus ,Sabine,1,6,,
P. purpurtus ,Sabine,1,7,,
P. purpurtus ,Sabine,1,8,,
P. purpurtus ,Sabine,1,9,,2
P. purpurtus ,Sabine,1,1,,
P. purpurtus ,Sabine,1,11,,
P. purpurtus ,Sabine,1,12,,
P. purpurtus ,Sabine,1,13,,
P. purpurtus ,Sabine,1,14,,
P. purpurtus ,Sabine,1,15,,
P. purpurtus ,Sabine,1,16,,
P. purpurtus ,Sabine,1,17,1,
P. purpurtus ,Sabine,1,18,,
P. purpurtus ,Sabine,1,19,,
P. purpurtus ,Sabine,1,2,1,
P. purpurtus ,Sabine,1,21,,
P. purpurtus ,Sabine,1,22,,
P. purpurtus ,Sabine,1,23,,
P. purpurtus ,Sabine,1,24,,
P. purpurtus ,Sabine,1,25,,
P. purpurtus ,Sabine,1,26,,
P. purpurtus ,Sabine,1,27,,
P. grandis,Sabine,1,1,,
P. grandis,Sabine,1,2,,
P. grandis,Sabine,1,3,,
P. grandis,Sabine,1,4,,
P. grandis,Sabine,1,5,,
P. grandis,Sabine,1,6,,
P. grandis,Sabine,1,7,,
P. grandis,Sabine,1,8,,
P. grandis,Sabine,1,9,,
P. grandis,Sabine,1,1,,
P. grandis,Sabine,1,11,,
P. grandis,Sabine,1,12,,
P. grandis,Sabine,1,13,,
P. grandis,Sabine,1,14,,
P. grandis,Sabine,1,15,,
P. grandis,Sabine,1,16,,
P. grandis,Sabine,1,17,,
P. grandis,Sabine,1,18,,
P. grandis,Sabine,1,19,,
P. grandis,Sabine,1,2,,
P. grandis,Sabine,1,21,,
P. grandis,Sabine,1,22,,
P. grandis,Sabine,1,23,,
P. grandis,Sabine,1,24,,
P. grandis,Sabine,1,25,,
P. grandis,Sabine,1,26,,
P. grandis,Sabine,1,27,,
Q. apiculata,Sabine,1,1,6,
Q. apiculata,Sabine,1,2,,
Q. apiculata,Sabine,1,3,2,1
Q. apiculata,Sabine,1,4,,
Q. apiculata,Sabine,1,5,,1
Q. apiculata,Sabine,1,6,,
Q. apiculata,Sabine,1,7,,
Q. apiculata,Sabine,1,8,2,
Q. apiculata,Sabine,1,9,,1
Q. apiculata,Sabine,1,1,,1
Q. apiculata,Sabine,1,11,,
Q. apiculata,Sabine,1,12,,
Q. apiculata,Sabine,1,13,,1
Q. apiculata,Sabine,1,14,,
Q. apiculata,Sabine,1,15,,
Q. apiculata,Sabine,1,16,1,
Q. apiculata,Sabine,1,17,6,3
Q. apiculata,Sabine,1,18,,
Q. apiculata,Sabine,1,19,12,
Q. apiculata,Sabine,1,2,13,1
Q. apiculata,Sabine,1,21,,1
Q. apiculata,Sabine,1,22,4,1
Q. apiculata,Sabine,1,23,,
Q. apiculata,Sabine,1,24,1,1
Q. apiculata,Sabine,1,25,,
Q. apiculata,Sabine,1,26,,
Q. apiculata,Sabine,1,27,,
Q. mortoni,Sabine,1,1,1,
Q. mortoni,Sabine,1,2,2,1
Q. mortoni,Sabine,1,3,,
Q. mortoni,Sabine,1,4,2,
Q. mortoni,Sabine,1,5,,
Q. mortoni,Sabine,1,6,,
Q. mortoni,Sabine,1,7,,1
Q. mortoni,Sabine,1,8,1,
Q. mortoni,Sabine,1,9,,
Q. mortoni,Sabine,1,1,,
Q. mortoni,Sabine,1,11,,
Q. mortoni,Sabine,1,12,,
Q. mortoni,Sabine,1,13,,
Q. mortoni,Sabine,1,14,,1
Q. mortoni,Sabine,1,15,1,
Q. mortoni,Sabine,1,16,4,
Q. mortoni,Sabine,1,17,,
Q. mortoni,Sabine,1,18,,
Q. mortoni,Sabine,1,19,4,
Q. mortoni,Sabine,1,2,24,1
Q. mortoni,Sabine,1,21,,1
Q. mortoni,Sabine,1,22,3,
Q. mortoni,Sabine,1,23,,
Q. mortoni,Sabine,1,24,5,
Q. mortoni,Sabine,1,25,,
Q. mortoni,Sabine,1,26,,
Q. mortoni,Sabine,1,27,,
Q. nobilis,Sabine,1,1,,
Q. nobilis,Sabine,1,2,,
Q. nobilis,Sabine,1,3,,
Q. nobilis,Sabine,1,4,,
Q. nobilis,Sabine,1,5,,
Q. nobilis,Sabine,1,6,,
Q. nobilis,Sabine,1,7,,
Q. nobilis,Sabine,1,8,,
Q. nobilis,Sabine,1,9,,
Q. nobilis,Sabine,1,1,,
Q. nobilis,Sabine,1,11,,
Q. nobilis,Sabine,1,12,,
Q. nobilis,Sabine,1,13,,
Q. nobilis,Sabine,1,14,,
Q. nobilis,Sabine,1,15,,
Q. nobilis,Sabine,1,16,,
Q. nobilis,Sabine,1,17,,
Q. nobilis,Sabine,1,18,,
Q. nobilis,Sabine,1,19,,
Q. nobilis,Sabine,1,2,,
Q. nobilis,Sabine,1,21,,
Q. nobilis,Sabine,1,22,,
Q. nobilis,Sabine,1,23,,
Q. nobilis,Sabine,1,24,,
Q. nobilis,Sabine,1,25,,
Q. nobilis,Sabine,1,26,,
Q. nobilis,Sabine,1,27,,
Q.verrucosa,Sabine,1,1,5,1
Q.verrucosa,Sabine,1,2,,
Q.verrucosa,Sabine,1,3,5,1
Q.verrucosa,Sabine,1,4,1,
Q.verrucosa,Sabine,1,5,2,
Q.verrucosa,Sabine,1,6,3,
Q.verrucosa,Sabine,1,7,,
Q.verrucosa,Sabine,1,8,2,
Q.verrucosa,Sabine,1,9,,
Q.verrucosa,Sabine,1,1,,
Q.verrucosa,Sabine,1,11,,
Q.verrucosa,Sabine,1,12,1,
Q.verrucosa,Sabine,1,13,,
Q.verrucosa,Sabine,1,14,2,1
Q.verrucosa,Sabine,1,15,,
Q.verrucosa,Sabine,1,16,2,
Q.verrucosa,Sabine,1,17,,
Q.verrucosa,Sabine,1,18,,
Q.verrucosa,Sabine,1,19,9,1
Q.verrucosa,Sabine,1,2,9,
Q.verrucosa,Sabine,1,21,1,1
Q.verrucosa,Sabine,1,22,1,
Q.verrucosa,Sabine,1,23,,
Q.verrucosa,Sabine,1,24,1,
Q.verrucosa,Sabine,1,25,,
Q.verrucosa,Sabine,1,26,,
Q.verrucosa,Sabine,1,27,,
S. undulatus,Sabine,1,1,,
S. undulatus,Sabine,1,2,,
S. undulatus,Sabine,1,3,,
S. undulatus,Sabine,1,4,,
S. undulatus,Sabine,1,5,,
S. undulatus,Sabine,1,6,,
S. undulatus,Sabine,1,7,,
S. undulatus,Sabine,1,8,,
S. undulatus,Sabine,1,9,,
S. undulatus,Sabine,1,1,,
S. undulatus,Sabine,1,11,,
S. undulatus,Sabine,1,12,,
S. undulatus,Sabine,1,13,,
S. undulatus,Sabine,1,14,,
S. undulatus,Sabine,1,15,,
S. undulatus,Sabine,1,16,,
S. undulatus,Sabine,1,17,,
S. undulatus,Sabine,1,18,,
S. undulatus,Sabine,1,19,,
S. undulatus,Sabine,1,2,,
S. undulatus,Sabine,1,21,,
S. undulatus,Sabine,1,22,,
S. undulatus,Sabine,1,23,,
S. undulatus,Sabine,1,24,,
S. undulatus,Sabine,1,25,,
S. undulatus,Sabine,1,26,,
S. undulatus,Sabine,1,27,,
T. parvum,Sabine,1,1,,
T. parvum,Sabine,1,2,,
T. parvum,Sabine,1,3,,
T. parvum,Sabine,1,4,,
T. parvum,Sabine,1,5,,
T. parvum,Sabine,1,6,,
T. parvum,Sabine,1,7,,
T. parvum,Sabine,1,8,,
T. parvum,Sabine,1,9,,
T. parvum,Sabine,1,1,,
T. parvum,Sabine,1,11,,
T. parvum,Sabine,1,12,,
T. parvum,Sabine,1,13,,
T. parvum,Sabine,1,14,,
T. parvum,Sabine,1,15,,
T. parvum,Sabine,1,16,,
T. parvum,Sabine,1,17,,
T. parvum,Sabine,1,18,,
T. parvum,Sabine,1,19,,
T. parvum,Sabine,1,2,,
T. parvum,Sabine,1,21,,
T. parvum,Sabine,1,22,,
T. parvum,Sabine,1,23,,
T. parvum,Sabine,1,24,,
T. parvum,Sabine,1,25,,
T. parvum,Sabine,1,26,,
T. parvum,Sabine,1,27,,
T. texasense,Sabine,1,1,,
T. texasense,Sabine,1,2,,
T. texasense,Sabine,1,3,,
T. texasense,Sabine,1,4,,
T. texasense,Sabine,1,5,,
T. texasense,Sabine,1,6,,
T. texasense,Sabine,1,7,,
T. texasense,Sabine,1,8,,
T. texasense,Sabine,1,9,,
T. texasense,Sabine,1,1,,
T. texasense,Sabine,1,11,,
T. texasense,Sabine,1,12,,
T. texasense,Sabine,1,13,,
T. texasense,Sabine,1,14,,
T. texasense,Sabine,1,15,,
T. texasense,Sabine,1,16,,
T. texasense,Sabine,1,17,,
T. texasense,Sabine,1,18,,
T. texasense,Sabine,1,19,,
T. texasense,Sabine,1,2,,
T. texasense,Sabine,1,21,,
T. texasense,Sabine,1,22,,
T. texasense,Sabine,1,23,,
T. texasense,Sabine,1,24,,
T. texasense,Sabine,1,25,,
T. texasense,Sabine,1,26,,
T. texasense,Sabine,1,27,,
T. truncata,Sabine,1,1,,2
T. truncata,Sabine,1,2,2,
T. truncata,Sabine,1,3,,
T. truncata,Sabine,1,4,,
T. truncata,Sabine,1,5,,2
T. truncata,Sabine,1,6,1,
T. truncata,Sabine,1,7,,
T. truncata,Sabine,1,8,1,
T. truncata,Sabine,1,9,,1
T. truncata,Sabine,1,1,,
T. truncata,Sabine,1,11,,
T. truncata,Sabine,1,12,,3
T. truncata,Sabine,1,13,,
T. truncata,Sabine,1,14,,2
T. truncata,Sabine,1,15,,
T. truncata,Sabine,1,16,,
T. truncata,Sabine,1,17,1,
T. truncata,Sabine,1,18,,
T. truncata,Sabine,1,19,,1
T. truncata,Sabine,1,2,1,5
T. truncata,Sabine,1,21,,1
T. truncata,Sabine,1,22,,2
T. truncata,Sabine,1,23,,
T. truncata,Sabine,1,24,1,
T. truncata,Sabine,1,25,2,
T. truncata,Sabine,1,26,,
T. truncata,Sabine,1,27,,
U. declivis,Sabine,1,1,,
U. declivis,Sabine,1,2,,
U. declivis,Sabine,1,3,,
U. declivis,Sabine,1,4,,
U. declivis,Sabine,1,5,,
U. declivis,Sabine,1,6,,
U. declivis,Sabine,1,7,,
U. declivis,Sabine,1,8,,
U. declivis,Sabine,1,9,,
U. declivis,Sabine,1,1,,
U. declivis,Sabine,1,11,,
U. declivis,Sabine,1,12,,
U. declivis,Sabine,1,13,,
U. declivis,Sabine,1,14,,
U. declivis,Sabine,1,15,,
U. declivis,Sabine,1,16,,
U. declivis,Sabine,1,17,,
U. declivis,Sabine,1,18,,
U. declivis,Sabine,1,19,,
U. declivis,Sabine,1,2,,
U. declivis,Sabine,1,21,,
U. declivis,Sabine,1,22,,
U. declivis,Sabine,1,23,,
U. declivis,Sabine,1,24,,
U. declivis,Sabine,1,25,,
U. declivis,Sabine,1,26,,
U. declivis,Sabine,1,27,,
U. imbecillis,Sabine,1,1,,
U. imbecillis,Sabine,1,2,,
U. imbecillis,Sabine,1,3,,
U. imbecillis,Sabine,1,4,,
U. imbecillis,Sabine,1,5,,
U. imbecillis,Sabine,1,6,,
U. imbecillis,Sabine,1,7,,
U. imbecillis,Sabine,1,8,,
U. imbecillis,Sabine,1,9,,
U. imbecillis,Sabine,1,1,,
U. imbecillis,Sabine,1,11,,
U. imbecillis,Sabine,1,12,,
U. imbecillis,Sabine,1,13,,
U. imbecillis,Sabine,1,14,,
U. imbecillis,Sabine,1,15,,
U. imbecillis,Sabine,1,16,,
U. imbecillis,Sabine,1,17,,
U. imbecillis,Sabine,1,18,,
U. imbecillis,Sabine,1,19,,
U. imbecillis,Sabine,1,2,,
U. imbecillis,Sabine,1,21,,
U. imbecillis,Sabine,1,22,,
U. imbecillis,Sabine,1,23,,
U. imbecillis,Sabine,1,24,,
U. imbecillis,Sabine,1,25,,
U. imbecillis,Sabine,1,26,,
U. imbecillis,Sabine,1,27,,
V. lienosa,Sabine,1,1,,
V. lienosa,Sabine,1,2,,
V. lienosa,Sabine,1,3,,
V. lienosa,Sabine,1,4,,
V. lienosa,Sabine,1,5,,
V. lienosa,Sabine,1,6,,
V. lienosa,Sabine,1,7,,
V. lienosa,Sabine,1,8,,
V. lienosa,Sabine,1,9,,
V. lienosa,Sabine,1,1,,
V. lienosa,Sabine,1,11,,
V. lienosa,Sabine,1,12,,
V. lienosa,Sabine,1,13,,
V. lienosa,Sabine,1,14,,
V. lienosa,Sabine,1,15,,
V. lienosa,Sabine,1,16,,
V. lienosa,Sabine,1,17,,
V. lienosa,Sabine,1,18,,
V. lienosa,Sabine,1,19,,
V. lienosa,Sabine,1,2,,
V. lienosa,Sabine,1,21,,
V. lienosa,Sabine,1,22,,
V. lienosa,Sabine,1,23,,
V. lienosa,Sabine,1,24,,
V. lienosa,Sabine,1,25,,
V. lienosa,Sabine,1,26,,
